0,class
 أنا برضه اللي يخليه في حاله؟ توب انت وما لكش دعوة بغيرك,NEG
أنتم كذابون وقتلة يسقط حكم العسكر هتاف رج قاعة جامعة سواس عندما بدأ النبوى الذى أوفده الانقلاب لتحسين صورته فى لندن وطردوه من القاعة,NEG
 قتلى وأكثر من مصاب في محافظات مختلفة، هذه مقدمات كارثية لاقتتال أهلي حذرت منه دوما وينبغي رفضه ومواجهته، كل الدم ا…,NEG
يقصر بعض الناس سراويلهم لانه نوع من الخيلاء و اذا به ينزل من عربية مرسيدس عبث,NEG
مصر لا يوجد خبر أسخف من حل الإخوان ما جرى منذ الانقلاب أسوأ كثيرا من الحل ،البلاد بلا دستور ولا قانون واختطف …,NEG
,NEG
تخبط غير عادي في هذه الحكومة ومن الرئاسة زيادة وإلغاء ضرائب في نفس اليوم يثبت انه ليس لديهما ادنى خطة او رؤية او نضج,NEG
المادة التاسعة وأسباب أخرى لرفض مسودة مبادئ الدستور - عمرو حمزاوي - بوابة الشروق,NEG
حزن عظيم مسني بالأمس وأنا أشعر بمواطنينا الأقباط يشكرون كل من حضر للكنائس لتهنئتهم بأعياد القيامة وكأنه قام بعمل استثنائي أو غير اعتيادي,NEG
مرسي يعطل القانون ويشق الوطن ويخاطر بالصالح العام من أجل تمرير دستور يخدم صالح جماعة في حتة مزنوقة لا تخضع لأي رقابة أو قانون,NEG
ماحدش من معارضي مرسي متصور إنه هيفرض على الشعب رئيس غيره بعضهم انتخبوه بس شافوه كذب وأسال دم ولازم يعتذر ويلتزم بوعوده أو يرحل ويحقن الدماء,NEG
محمد بديع أطلب من أبي محمد حسني مبارك أن يرفع الظلم على المسجونين مصر فلسطين تونس قطر سوريا الإمارات لبنان,NEG
اللى حصل مع محمود شعبان فى التحرير أفترا عليه لأنه ضعيف,NEG
فى زمن الانقلاب قتل المسلم الملتحى فى مصر ليس ارهابا هى الحرب على الاسلام واستعطاف الغرب نحو الاقباط,NEG
المبادرة جميلة كلفتة من العمل المجتمعي لكن ماذا بعد؟هل سننزل للقبض على المجرمين لان الشرطة متخاذلة,NEG
عندما يكون طموح انسان أن يبوس البيادة او يجلس تحتها حتى لو باع كرامته وشرفه وأهله ثورة دى ولا انحطاط,NEG
شوف حجم التهليل والتكبير التهليل والتكبير لقتل رجل لم يصوب لك سلاحاً,NEG
شاهد - يسري فوده ومن يأمن لمن قال يوماً طز ف مصر ,NEG
محاكمة مرسي الظابط لاقيت مع المتهم موبايل بشريحتين وعليه صور بسلاح القاضي والصور علي انهي شريحة الظابط مش فاكر ,NEG
حازم عبد العظيم العرص يكشف لماذا تحول من صفوف الثوار لصفوف الانقلاب,NEG
صورة من كواليس إحدى حلقات برنامج قصة الأندلس المنتظر عرضه في رمضان القادم يمكنك مشاهدة برومو البرنامج على,NEG
الانقلابيون قرروا العمل والاقامة فى محيط المطار عشان الى يلحق يهرب يعملها فور سقوط الانقلاب غوروا فى داهية,NEG
وحكاية إنه يكتب البذاءات دي بقت قديمة خالصده أكثر الأفلام إسفافا أرقى من خطب بعض مشايخكم اللي طلعتوهم على منصة دعم كذب الرئيسإلعبوا غيرها,NEG
عاملان إثنان يتجاذبان الجنان الحزن و السرور على أن قطرة حزن في عمقها توازي بحر سرور في اتساعه - مي زيادة,NEG
البنزين دونت ميكس ويذ الكحول زي الضمير دونت ميكس ويذ الإخوان مرسي اول انجليش مرسي اول ذي تايم,NEG
إبراهيم محلب يعلن افتتاح خط طيران القاهرة - إنجامينا عاصمة تشاد أول أغسطسويكلف وزير الطيران باتخاذ الإجراءات,NEG
 لا يستطيع ان يجزم احد مدى تعب الحمار سوى الحمار نفسه لذلك أرجو الا تكون متأكد من كلامك,NEG
الحمد لله بسمة قامت بالسلامة، وربنا رزقنا بنادية,NEG
مصر دولة بس مش أوي المادة الأولى,NEG
لكن في أرض النفاق كالعادة يكسب الكداب كايروكي,NEG
بقى الخولات محمد عادل و احمد ماهر بتوع نشطاء السبوبة حمدين صباحي عايز يطلعهم كده عادي ونكرمهم كمان! احا,NEG
لما اعرف ان محمد رمضان عامل مسلسل في رمضان الجاي اسمه ابن حلال أمال مين اللي يبئه ابن كلب,NEG
قسوة مخيفة في رفض الآخر الفكري أو السياسي أو الديني وتشويهه وتخوينه تمهيدا لنزع إنسانيته وممارسة العنف ضده,NEG
أيها الأصدقاء برجاء قراءة التعليقات ستلاحظون ان الذين يدافعون عن الفكر الوهابي هم الذين يشتمونك بمجرد ان تختلف معهم ما أبعدكم عن الاسلام,NEG
انا لو نفسي اخطط و ارتب و اصرف فلوس الدنيا عشان اشوه الاخوان مش حاعرف اخترع حد زي صفوت حجازي,NEG
 حاضر حنسكت و مش حنقربله بنقد او سخرية عشان هو الاغلبيةحاكون امعة و امشي مع الرايجة حاضر,NEG
مصر تعيش وضع مأساوي أوصال الدولة تتفكك والعنف في إزدياد النظام بشكله الحالي عاجز عن إدارة البلاد لابد من المراجعة الجذرية قبل فوات الأوان,NEG
نسيت أقولك إنك لو مؤمن بعدل ربنا لازم تطلع مبارك من السجن أو تحصله لأنك مسئول سياسيا عن قتل مواطنين مصريينبلوك وريبورت سبام,NEG
ابراهيم محلب التاجر لما يفلس يدور في دفاتره القديمه، ودفاتر مصر مليئه بالفساد المالي مع رجال أعمال مصرو، هم لصوص ولكن مدللين وظرفاء,NEG
قضايا و ملفات أطباء الكبد الإصابة بــ فيروس سى فى مصر بلغت ألف حالة سنوياً % منها تحدث من المستشفيات,NEG
مهو لما الواحد يصتبح علي جدول الامتحانات كدة مفروض بقيت اليوم هيبقي عامل ازاي - -,NEG
نعلم ما تمثله مصر لإفريقيا وندعم خارطة الطريق السادة المحترمون,NEG
مرسي مثل مبارك سيعين رؤساء الأجهزة الرقابية هل يستطيع رئيس جهاز رقابي عينه مرسي ان يعترض على ميزانية الرئاسة او تمويل الاخواندستوركم باطل,NEG
هل الفرح حرام ؟ كان الخطأ الأول لزملاءنا الإنقاذيين وإعلامهم ، هو امتناعهم عن المساهمة فى إنقاذ وتحرير جنودنا من,NEG
احرق دم الاخوان و ادبح بدل الخروف اثنين و انصر الغلبان,NEG
أوقفوا الفحم ياحكومة بقر يا شوية غجر,NEG
غزَّة إنتهى صوتها وهي تصّرخ، والجميع في سُبات مميت ! غزة تحت القصف,NEG
شخص يهدد بإستمرار الإرهاب وعمليات القتل في سيناء حتي عودة مرسي أعتقد أنه مدان بالقانون والسجن في إنتظاره,NEG
